name	doi	citation	img_path	research_snippet
taxize	10.1093/bioinformatics/btx835	Drost, H.-G., Gabel, A., Liu, J., Quint, M., & Grosse, I. (2017). myTAI: evolutionary transcriptomics with R. Bioinformatics. <https://doi.org/10.1093/bioinformatics/btx835>	NA	NA
brranching	10.1016/j.foreco.2017.12.001	Van de Peer, T., Mereu, S., Verheyen, K., María Costa Saura, J., Morillas, L., Roales, J., … Muys, B. (2018). Tree seedling vitality improves with functional diversity in a Mediterranean common garden experiment. Forest Ecology and Management, 409, 614–633. <https://doi.org/10.1016/j.foreco.2017.12.001>	NA	NA
tidyhydat	10.21105/joss.00511	Albers, S. (2017). tidyhydat: Extract and Tidy Canadian Hydrometric Data. The Journal of Open Source Software, 2(20), 511. <https://doi.org/10.21105/joss.00511>	NA	NA
RSelenium	NA	Dolnicar, S. (2017). Peer-to-Peer Accommodation Networks: Pushing the boundaries. <http://www.oapen.org/download?type=document&docid=640674>	NA	NA
spocc	10.3119/16-13	Oldham, K. A., & Weeks, A. (2017). Varieties of Melampyrum Lineare (Orobanchaceae) Revisited. Rhodora. <http://www.rhodorajournal.org/doi/abs/10.3119/16-13>	NA	NA
rentrez	10.1093/nar/gkx1321	Krawczyk, P. S., Lipinski, L., & Dziembowski, A. (2018). PlasFlow: predicting plasmid sequences in metagenomic data using genome signatures. Nucleic Acids Research. <https://doi.org/10.1093/nar/gkx1321>	NA	NA
textreuse	NA	 Shoub, K. 2017. Shifting Debate to Shift Policy: How Frames Influence Policy. <https://pdfs.semanticscholar.org/3997/a040748a3bb6a66085240bdf8b771a641efe.pdf>	NA	NA
taxize	NA	 Vaidya, G. G. (2017). Taxonomic Checklists as Biodiversity Data: How Series of Checklists can Provide Information on Synonymy, Circumscription Change and Taxonomic Discovery (Doctoral dissertation, University of Colorado at Boulder). <https://search.proquest.com/openview/e04ca58442fa1725c8bc31b2cc0abf0f/1?pq-origsite=gscholar&cbl=18750&diss=y>	NA	NA
ropenaq	10.1007/s10586-017-1667-9	Selvi, S., & Chandrasekaran, M. (2018). Performance evaluation of mathematical predictive modeling for air quality forecasting. Cluster Computing. <https://doi.org/10.1007/s10586-017-1667-9>	NA	NA
rgbif	10.1186/s40663-017-0120-0	Serra-Diaz, J. M., Enquist, B. J., Maitner, B., Merow, C., & Svenning, J.-C. (2017). Big data of tree species distributions: how big and how good? Forest Ecosystems, 4(1). <https://doi.org/10.1186/s40663-017-0120-0>	NA	NA
skimr	10.3389/fpsyg.2017.02229	Sinval, J., Marques-Pinto, A., Queirós, C., & Marôco, J. (2018). Work Engagement among Rescue Workers: Psychometric Properties of the Portuguese UWES. Frontiers in Psychology, 8. <https://doi.org/10.3389/fpsyg.2017.02229>	NA	NA
ckanr	NA	Gay, Amy: Broadway, Meredith, Carrano, Joe, Kostelic, Charlotte, and Potterbusch, Megan, 'Blending Collaborations and Bridging Gaps: Digital Preservation Communities of Practice - ND SR Lightning Talks' (2017). Library Scholarship. 37. <https://orb.binghamton.edu/librarian_fac/37>	NA	NA
rotl	10.1038/s41598-018-20596-7	Santorelli, S., Magnusson, W. E., & Deus, C. P. (2018). Most species are not limited by an Amazonian river postulated to be a border between endemism areas. Scientific Reports, 8(1). <https://doi.org/10.1038/s41598-018-20596-7>	NA	NA
taxize	10.1111/ele.12909	Emer, C., Galetti, M., Pizo, M. A., Guimarães, P. R., Moraes, S., Piratelli, A., & Jordano, P. (2018). Seed-dispersal interactions in fragmented landscapes - a metanetwork approach. Ecology Letters. <https://doi.org/10.1111/ele.12909>	NA	NA
taxize	10.1101/253930	Surabhi, S., Avvaru, A. K., Sowpati, D. T., & Mishra, R. K. (2018). Patterns of microsatellite distribution reflect the evolution of biological complexity. <https://doi.org/10.1101/253930>	NA	NA
taxize	10.1186/s12864-018-4488-1	Khorramdelazad, M., Bar, I., Whatmore, P., Smetham, G., Bhaaskaria, V., Yang, Y., … Ford, R. (2018). Transcriptome profiling of lentil (Lens culinaris) through the first 24 hours of Ascochyta lentis infection reveals key defence response genes. BMC Genomics, 19(1). <https://doi.org/10.1186/s12864-018-4488-1> 	NA	NA
rAltmetric	10.1371/journal.pone.0191124	Ruano, J., Aguilar-Luque, M., Gómez-Garcia, F., Alcalde Mellado, P., Gay-Mimbrera, J., Carmona-Fernandez, P. J., … Isla-Tejera, B. (2018). The differential impact of scientific quality, bibliometric factors, and social media activity on the influence of systematic reviews and meta-analyses about psoriasis. PLOS ONE, 13(1), e0191124. <https://doi.org/10.1371/journal.pone.0191124>	NA	NA
rentrez	10.1101/260398	Claypool, K., & Patel, C. J. (2018). A transcript-wide association study in physical activity intervention implicates molecular pathways in chronic disease. <https://doi.org/10.1101/260398>	NA	NA
rdefra	10.1002/2017ea000326	Vitolo, C., Scutari, M., Ghalaieny, M., Tucker, A., & Russell, A. (2018). Modelling air pollution, climate and health data using Bayesian Networks: a case study of the English regions. Earth and Space Science. <https://doi.org/10.1002/2017ea000326>	NA	NA
pdftools	10.2308/jeta-52063	Krotov, V., & Tennyson, M. (2018). Scraping Financial Data from the Web Using R Language. Journal of Emerging Technologies in Accounting. <https://doi.org/10.2308/jeta-52063>	NA	NA
biomartr	10.1093/bioinformatics/bty088	Gogleva, A., Drost, H.-G., & Schornack, S. (2018). SecretSanta: flexible pipelines for functional secretome prediction. Bioinformatics. <https://doi.org/10.1093/bioinformatics/bty088>	NA	NA
rentrez	10.1093/database/bay004	Chen, L., Heikkinen, L., Wang, C., Yang, Y., Knott, K. E., & Wong, G. (2018). miRToolsGallery: a tag-based and rankable microRNA bioinformatics resources database portal. Database, 2018. <https://doi.org/10.1093/database/bay004>	NA	NA
taxize	10.1007/978-3-319-71404-2_8	Borcard D., Gillet F., Legendre P. (2018) Community Diversity. In: Numerical Ecology with R. Use R! Springer, Cham <https://doi.org/10.1007/978-3-319-71404-2_8>	NA	NA
rcrossref	NA	Cho, H., & Yu, Y. (2018). Link prediction for interdisciplinary collaboration via co-authorship network. arXiv preprint arXiv:1803.06249. <https://arxiv.org/pdf/1803.06249.pdf>	NA	NA
rAltmetric	10.1007/s11192-018-2678-x	Nabout, J. C., Teresa, F. B., Machado, K. B., do Prado, V. H. M., Bini, L. M., & Diniz-Filho, J. A. F. (2018). Do traditional scientometric indicators predict social media activity on scientific knowledge? An analysis of the ecological literature. Scientometrics. <https://doi.org/10.1007/s11192-018-2678-x>	NA	NA
rgbif	10.1002/ajb2.1014	Sanyal, A., Lenoir, J., O’Neill, C., Dubois, F., & Decocq, G. (2018). Intraspecific and interspecific adaptive latitudinal cline in Brassicaceae seed oil traits. American Journal of Botany, 105(1), 85–94. <https://doi.org/10.1002/ajb2.1014>	NA	NA
rentrez	10.1093/database/bay011	Lakiotaki, K., Vorniotakis, N., Tsagris, M., Georgakopoulos, G., & Tsamardinos, I. (2018). BioDataome: a collection of uniformly preprocessed and automatically annotated datasets for data-driven biology. Database, 2018. <https://doi.org/10.1093/database/bay011>	NA	NA
taxize	10.1101/274068	Vieilledent, G., Fischer, F. J., Chave, J., Guibal, D., Langbour, P., & Gérard, J. (2018). New formula and conversion factor to compute tree species basic wood density from a global wood technology database. bioRxiv, 274068. <https://doi.org/10.1101/274068>	NA	NA
taxa	10.12688/f1000research.14013.1	Foster, Z. S. L., Chamberlain, S., & Grünwald, N. J. (2018). Taxa: An R package implementing data standards and methods for taxonomic data. F1000Research, 7, 272. <https://doi.org/10.12688/f1000research.14013.1>	NA	NA
taxize	10.12688/f1000research.14013.1	Foster, Z. S. L., Chamberlain, S., & Grünwald, N. J. (2018). Taxa: An R package implementing data standards and methods for taxonomic data. F1000Research, 7, 272. <https://doi.org/10.12688/f1000research.14013.1>	NA	NA
rotl	10.1038/s41467-018-03500-9	Farquharson, K. A., Hogg, C. J., & Grueber, C. E. (2018). A meta-analysis of birth-origin effects on reproduction in diverse captive environments. Nature Communications, 9(1). <https://doi.org/10.1038/s41467-018-03500-9>	NA	NA
rgbif	10.1111/ecog.03473	Bemmels, J. B., Wright, S. J., Garwood, N. C., Queenborough, S. A., Valencia, R., & Dick, C. W. (2018). Filter-dispersal assembly of lowland Neotropical rainforests across the Andes. Ecography. <https://doi.org/10.1111/ecog.03473>	NA	NA
brranching	10.1111/ecog.03473	Bemmels, J. B., Wright, S. J., Garwood, N. C., Queenborough, S. A., Valencia, R., & Dick, C. W. (2018). Filter-dispersal assembly of lowland Neotropical rainforests across the Andes. Ecography. <https://doi.org/10.1111/ecog.03473>	NA	NA
biomartr	10.1016/j.ccell.2018.01.021	 Ng, P. K.-S., Li, J., Jeong, K. J., Shao, S., Chen, H., Tsang, Y. H., … Mills, G. B. (2018). Systematic Functional Annotation of Somatic Mutations in Cancer. Cancer Cell, 33(3), 450–462.e10. <https://doi.org/10.1016/j.ccell.2018.01.021>	NA	NA
taxize	10.1038/sdata.2018.22	 Bennett, J. M., Calosi, P., Clusella-Trullas, S., Martínez, B., Sunday, J., Algar, A. C., … Morales-Castilla, I. (2018). GlobTherm, a global database on thermal tolerances for aquatic and terrestrial organisms. Scientific Data, 5, 180022. <https://doi.org/10.1038/sdata.2018.22>	NA	NA
taxize	10.1016/j.ecolind.2018.02.059	 Correia, R. A., Jarić, I., Jepson, P., Malhado, A. C. M., Alves, J. A., & Ladle, R. J. (2018). Nomenclature instability in species culturomic assessments: Why synonyms matter. Ecological Indicators, 90, 74–78. <https://doi.org/10.1016/j.ecolind.2018.02.059>	NA	NA
rentrez	10.1152/physiolgenomics.00127.2017	 Reibe, S., Hjorth, M., Febbraio, M. A., & Whitham, M. (2018). GeneXX: An online tool for the exploration of transcript changes in skeletal muscle associated with exercise. Physiological genomics. <https://doi.org/10.1152/physiolgenomics.00127.2017>	NA	NA
skimr	10.3389/fpsyg.2018.00353	 Sinval, J., Pasian, S., Queirós, C., & Marôco, J. (2018). Brazil-Portugal Transcultural Adaptation of the UWES-9: Internal Consistency, Dimensionality, and Measurement Invariance. Frontiers in Psychology, 9. <https://doi.org/10.3389/fpsyg.2018.00353>	NA	NA
webchem	10.1007/s00216-018-0997-7	 Bergmann, A. J., Scott, R. P., Wilson, G., & Anderson, K. A. (2018). Development of quantitative screen for 1550 chemicals with GC-MS. Analytical and Bioanalytical Chemistry, 1-10. <https://link.springer.com/article/10.1007/s00216-018-0997-7>	NA	NA
rcrossref	10.1017/pan.2018.12	Dion, Michelle L., Jane L. Sumner, and Sara McLaughlin Mitchell. Gendered Citation Patterns across Political Science and Social Science Methodology Fields., Forthcoming, Political Analysis. See also the Appendix for the paper and the replication materials. <https://doi.org/10.1017/pan.2018.12>	NA	NA
rgbif	10.1073/pnas.1712629115	Gearty, W., McClain, C. R., & Payne, J. L. (2018). Energetic tradeoffs control the size distribution of aquatic mammals. Proceedings of the National Academy of Sciences, 201712629. <https://doi.org/10.1073/pnas.1712629115>	NA	NA
ijtiff	10.21105/joss.00633	Nolan, R., & Padilla-Parra, S. (2018). ijtiff: An R package providing TIFF I/O for ImageJ users. Journal of Open Source Software, 3(23), 633. <https://doi.org/10.21105/joss.00633>	NA	NA
iheatmapr	10.2147/cmar.s156709	Gershanov, S., Toledano, H., Michowiz, S., Barinfeld, O., Pinhasov, A., Goldenberg-Cohen, N., & Salmon-Divon, M. (2018). MicroRNA&ndash,mRNA expression profiles associated with medulloblastoma subgroup 4. Cancer Management and Research, Volume 10, 339–352. <https://doi.org/10.2147/cmar.s156709>	NA	NA
oai	10.3389/frma.2017.00013	Peters, I., Kraker, P., Lex, E., Gumpenberger, C., & Gorraiz, J. I. (2017). Zenodo in the Spotlight of Traditional and New Metrics. Frontiers in Research Metrics and Analytics, 2. <https://doi.org/10.3389/frma.2017.00013>	NA	NA
visdat	10.21105/joss.00355	Tierney, N. (2017). visdat: Visualising Whole Data Frames. The Journal of Open Source Software, 2(16), 355. <https://doi.org/10.21105/joss.00355>	NA	NA
tokenizers	10.21105/joss.00655	A. Mullen, L., Benoit, K., Keyes, O., Selivanov, D., & Arnold, J. (2018). Fast, Consistent Tokenization of Natural Language Text. Journal of Open Source Software, 3(23), 655. https://doi.org/10.21105/joss.00655	NA	NA
textreuse	10.21105/joss.00655	A. Mullen, L., Benoit, K., Keyes, O., Selivanov, D., & Arnold, J. (2018). Fast, Consistent Tokenization of Natural Language Text. Journal of Open Source Software, 3(23), 655. https://doi.org/10.21105/joss.00655	NA	NA
spocc	10.1111/1365-2656.12721	Sales, L. P., Ribeiro, B. R., Hayward, M. W., Paglia, A., Passamani, M., & Loyola, R. (2017). Niche conservatism and the invasive potential of the wild boar. Journal of Animal Ecology, 86(5), 1214–1223. <https://doi.org/10.1111/1365-2656.12721>	NA	NA
plotly	10.1109/EEM.2017.7981877	Essl, A., Ortner, A., Haas, R., & Hettegger, P. (2017, June). Machine learning analysis for a flexibility energy approach towards renewable energy integration with dynamic forecasting of electricity balancing power. In European Energy Market (EEM), 2017 14th International Conference on the (pp. 1-6). IEEE. <https://doi.org/10.1109/EEM.2017.7981877>	NA	NA
rnoaa	10.1080/01584197.2017.1315310	Grosser, S., Scofield, R. P., & Waters, J. M. (2017). Multivariate skeletal analyses support a taxonomic distinction between New Zealand and Australian Eudyptula penguins (Sphenisciformes: Spheniscidae). Emu - Austral Ornithology, 117(3), 276–283. <https://doi.org/10.1080/01584197.2017.1315310>	NA	NA
bold	10.3897/bdj.5.e10792	Bowser, M., Morton, J., Hanson, J., Magness, D., & Okuly, M. (2017). Arthropod and oligochaete assemblages from grasslands of the southern Kenai Peninsula, Alaska. Biodiversity Data Journal, 5, e10792. <https://doi.org/10.3897/bdj.5.e10792>	NA	NA
bold	10.1111/1755-0998.12770	Divoll, T. J., Brown, V. A., Kinne, J., McCracken, G. F., & O’Keefe, J. M. (2018). Disparities in second-generation DNA metabarcoding results exposed with accessible and repeatable workflows. Molecular Ecology Resources. <https://doi.org/10.1111/1755-0998.12770>	NA	NA
bold	10.1111/1365-2664.13036	Cravens, Z. M., Brown, V. A., Divoll, T. J., & Boyles, J. G. (2017). Illuminating prey selection in an insectivorous bat community exposed to artificial light at night. Journal of Applied Ecology, 55(2), 705–713. <https://doi.org/10.1111/1365-2664.13036>	NA	NA
fingertipsR	10.1101/189167	Fox, S., Flowers, J., Thelwall, S., Flint, D., & Hain, D. (2017). fingertipsR: an R package for accessing population health information in England. <https://doi.org/10.1101/189167>	NA	NA
fingertipsR	NA	ȚÎRU, A. M., & NECULA, M. (2017). rTempo–an R package to access the TEMPO-Online database. Romanian Statistical Review, (4) <http://www.revistadestatistica.ro/wp-content/uploads/2017/11/RRS-4_2017_A04.pdf>	NA	NA
gender	10.1371/journal.pone.0192481	Manlove, K. R., & Belou, R. M. (2018). Authors and editors assort on gender and geography in high-rank ecological publications. PLOS ONE, 13(2), e0192481. <https://doi.org/10.1371/journal.pone.0192481>	NA	NA
phylotaR	10.20944/preprints201804.0047.v1	Bennett, D.J., Hettling, H., Silvestro, D., Zizka, A., Bacon, C.D., Faurby, S., Vos, R.A., Antonelli, A. phylotaR: An automated pipeline for retrieving orthologous DNA sequences from GenBank in R. Preprints 2018, 2018040047 <https://doi.org/10.20944/preprints201804.0047.v1>	NA	NA
rentrez	10.12688/f1000research.14488.1	Barnett, A. (2018). Missing the point: are journals using the ideal number of decimal places? F1000Research, 7, 450. <https://doi.org/10.12688/f1000research.14488.1>	NA	NA
taxize	10.7717/peerj.4662	Holmes, I., & Davis Rabosky, A. R. (2018). Natural history bycatch: a pipeline for identifying metagenomic sequences in RADseq data. PeerJ, 6, e4662. <https://doi.org/10.7717/peerj.4662>	NA	NA
tokenizers	10.1177/0894439318767956	Pajo, J. (2018). Quantitative Falsification for Qualitative Findings. Social Science Computer Review, 089443931876795. <https://doi.org/10.1177/0894439318767956>	NA	NA
plotly	10.1016/j.ijpddr.2018.04.002	Rastrojo, A., García-Hernández, R., Vargas, P., Camacho, E., Corvo, L., Imamura, H., … Requena, J. M. (2018). Genomic and transcriptomic alterations in  Leishmania donovani  lines experimentally resistant to antileishmanial drugs. International Journal for Parasitology: Drugs and Drug Resistance. <https://doi.org/10.1016/j.ijpddr.2018.04.002>	NA	NA
rgbif	10.1111/oik.04995	Schweiger, A. H., & Svenning, J.-C. (2018). Down-sizing of dung beetle assemblages over the last 53 000 years is consistent with a dominant effect of megafauna losses. Oikos. <https://doi.org/10.1111/oik.04995>	NA	NA
rotl	10.1111/2041-210x.13013	Portugal, S. J., & White, C. R. (2018). Miniaturisation of biologgers is not alleviating the 5% rule. Methods in Ecology and Evolution. <https://doi.org/10.1111/2041-210x.13013>	NA	NA
rentrez	10.1016/j.ympev.2018.04.030	Spalink, D., Stoffel, K., Walden, G. K., Hulse-Kemp, A. M., Hill, T. A., Van Deynze, A., & Bohs, L. (2018). Comparative transcriptomics and genomic patterns of discordance in Capsiceae (Solanaceae). Molecular Phylogenetics and Evolution, 126, 293–302. <https://doi.org/10.1016/j.ympev.2018.04.030>	NA	NA
rgbif	NA	Zizka, A. (2018). Big data insights into the distribution and evolution of tropical diversity. <https://gupea.ub.gu.se/handle/2077/55303>	NA	NA
rcrossref	NA	Esarey, Justin, and Kristin Bryant. 2018. “Are Papers Written by Women Authors Cited Less Frequently?” Forthcoming at Political Analysis. <http://jee3.web.rice.edu/gender-citation.pdf>	NA	NA
rgbif	10.1038/s41598-018-25234-w	Saad, N. J., Lynch, V. D., Antillón, M., Yang, C., Crump, J. A., & Pitzer, V. E. (2018). Seasonal dynamics of typhoid and paratyphoid fever. Scientific Reports, 8(1). <https://doi.org/10.1038/s41598-018-25234-w>	NA	NA
taxize	NA	Yee, Lauren. 2018. Spatial Modelling and Wildlife Health Surveillance: A case study of White Nose Syndrome in Ontario. Theses and Dissertations (Comprehensive). 2040. <http://scholars.wlu.ca/etd/2040>	NA	NA
cRegulome	10.1186/s13104-018-3160-9	Ahmed, M., Nguyen, H., Lai, T., & Kim, D. R. (2018). miRCancerdb: a database for correlation analysis between microRNA and gene expression in cancer. BMC Research Notes, 11(1). <https://doi.org/10.1186/s13104-018-3160-9>	NA	NA
rplos	10.1371/journal.pone.0194768	Federer LM, Belter CW, Joubert DJ, Livinski A, Lu YL, et al. (2018) Data sharing in PLOS ONE: An analysis of Data Availability Statements. PLOS ONE 13(5): e0194768. <https://doi.org/10.1371/journal.pone.0194768>	NA	NA
writexl	10.7717/peerj.4729	Garmendia, A., Raigón, M. D., Marques, O., Ferriol, M., Royo, J., & Merle, H. (2018). Effects of nettle slurry (Urtica dioica L.) used as foliar fertilizer on potato (Solanum tuberosum L.) yield and plant growth. PeerJ, 6, e4729. <https://doi.org/10.7717/peerj.4729>	NA	NA
rfishbase	10.1371/journal.pone.0196483	Neubauer, P., Thorson, J. T., Melnychuk, M. C., Methot, R., & Blackhart, K. (2018). Drivers and rates of stock assessments in the United States. PLOS ONE, 13(5), e0196483. <https://doi.org/10.1371/journal.pone.0196483>	NA	NA
rentrez	10.1371/journal.pone.0196545	Han, X., Williams, S. R., & Zuckerman, B. L. (2018). A snapshot of translational research funded by the National Institutes of Health (NIH): A case study using behavioral and social science research awards and Clinical and Translational Science Awards funded publications. PLOS ONE, 13(5), e0196545. <https://doi.org/10.1371/journal.pone.0196545>	NA	NA
rotl	10.1126/science.aao6868	Barneche, D. R., Robertson, D. R., White, C. R., & Marshall, D. J. (2018). Fish reproductive-energy output increases disproportionately with body size. Science, 360(6389), 642–645. <https://doi.org/10.1126/science.aao6868>	NA	NA
rtimicropem	10.1016/j.envint.2018.05.021	Salmon, M., Milà, C., Bhogadi, S., Addanki, S., Madhira, P., Muddepaka, N., … Tonne, C. (2018). Wearable camera-derived microenvironments in relation to personal exposure to PM 2.5. Environment International, 117, 300–307. <https://doi.org/10.1016/j.envint.2018.05.021>	NA	NA
suppdata	10.21105/joss.00721	D Pearse, W., & A Chamberlain, S. (2018). Suppdata: Downloading Supplementary Data from Published Manuscripts. Journal of Open Source Software, 3(25), 721. <https://doi.org/10.21105/joss.00721>	NA	NA
plotly	10.21105/joss.00657	Tang, Y. (2018). autoplotly: An R package for automatic generation of interactive visualizations for statistical results. Journal of Open Source Software, 3(24), 657. <https://doi.org/10.21105/joss.00657>	NA	NA
rredlist	10.1111/cobi.13139	Moat, J., Bachman, S. P., Field, R., & Boyd, D. S. (2018). Refining area of occupancy to address the modifiable areal unit problem in ecology and conservation. Conservation Biology. <https://doi.org/10.1111/cobi.13139>	NA	NA
rgbif	NA	Inman, R. (2018). Improving Species Distribution Models with Bias Correction and Geographically Weighted Regression: Tests of Virtual Species and Past and Present Distributions in North American Deserts (Doctoral dissertation, Arizona State University). <https://search.proquest.com/docview/2040502527>	NA	NA
rfishbase	NA	Barber, B. L. (2018). Marine-derived Nutrient Cycling In The St. Croix River, Maine (Doctoral dissertation, The University of Maine). <http://usgs-cru-individual-data.s3.amazonaws.com/jzydlewski/thesis_dissert/Barber%20Betsy%20Dissertation%202018-1.pdf>	NA	NA
rentrez	10.1038/s41598-018-26550-x	Machado, V. N., Collins, R. A., Ota, R. P., Andrade, M. C., Farias, I. P., & Hrbek, T. (2018). One thousand DNA barcodes of piranhas and pacus reveal geographic structure and unrecognised diversity in the Amazon. Scientific Reports, 8(1). <https://doi.org/10.1038/s41598-018-26550-x>	NA	NA
plotly	NA	Richmond, M. (2018). Evaluation of Craniofacial Superimposition as a Technique for Measuring Mountain Gorilla Facial Soft Tissue Depth and Implications for Hominid Facial Approximation (Doctoral dissertation, The George Washington University). <https://search.proquest.com/docview/2043456430>	NA	NA
plotly	10.1016/j.ijpddr.2018.04.002	Rastrojo, A., García-Hernández, R., Vargas, P., Camacho, E., Corvo, L., Imamura, H., … Requena, J. M. (2018). Genomic and transcriptomic alterations in  Leishmania donovani  lines experimentally resistant to antileishmanial drugs. International Journal for Parasitology: Drugs and Drug Resistance, 8(2), 246–264. <https://doi.org/10.1016/j.ijpddr.2018.04.002>	NA	NA
spelling	NA	Simchon, A., & Gilead, M. (2018). A Psychologically Informed Approach to CLPsych Shared Task 2018. In Proceedings of the Fifth Workshop on Computational Linguistics and Clinical Psychology: From Keyboard to Clinic (pp. 113-118). <http://www.aclweb.org/anthology/W18-0612>	NA	NA
hunspell	NA	Simchon, A., & Gilead, M. (2018). A Psychologically Informed Approach to CLPsych Shared Task 2018. In Proceedings of the Fifth Workshop on Computational Linguistics and Clinical Psychology: From Keyboard to Clinic (pp. 113-118). <http://www.aclweb.org/anthology/W18-0612>	NA	NA
rentrez	10.1038/s41586-018-0175-2	Sun, B. B., Maranville, J. C., Peters, J. E., Stacey, D., Staley, J. R., Blackshaw, J., … Butterworth, A. S. (2018). Genomic atlas of the human plasma proteome. Nature, 558(7708), 73–79. <https://doi.org/10.1038/s41586-018-0175-2>	NA	NA
plotly	10.1038/s41586-018-0175-2	Sun, B. B., Maranville, J. C., Peters, J. E., Stacey, D., Staley, J. R., Blackshaw, J., … Butterworth, A. S. (2018). Genomic atlas of the human plasma proteome. Nature, 558(7708), 73–79. <https://doi.org/10.1038/s41586-018-0175-2>	NA	NA
RSelenium	10.1093/bioinformatics/bty460	Nousiainen, K., Kanduri, K., Ricaño-Ponce, I., Wijmenga, C., Lahesmaa, R., Kumar, V., & Lähdesmäki, H. (2018). snpEnrichR: analyzing co-localization of SNPs and their proxies in genomic regions. Bioinformatics. <https://doi.org/10.1093/bioinformatics/bty460>	NA	NA
tabulizer	NA	Venkat, A. (2018). Sub-basin Valuation of Agriculture: A Crop-specific Assessment of Groundwater Footprints and Value in California (Masters thesis, Tufts University). <https://search.proquest.com/docview/2054012866>	NA	NA
aRxiv	10.2903/sp.efsa.2018.EN-1427	Jaspers, S., De Troyer, E., & Aerts, M. (2018). Machine learning techniques for the automation of literature reviews and systematic reviews in EFSA. EFSA Supporting Publications, 15(6), 1427E. <https://doi.org/10.2903/sp.efsa.2018.EN-1427>	NA	NA
rbhl	10.2903/sp.efsa.2018.EN-1427	Jaspers, S., De Troyer, E., & Aerts, M. (2018). Machine learning techniques for the automation of literature reviews and systematic reviews in EFSA. EFSA Supporting Publications, 15(6), 1427E. <https://doi.org/10.2903/sp.efsa.2018.EN-1427>	NA	NA
rcrossref	10.2903/sp.efsa.2018.EN-1427	Jaspers, S., De Troyer, E., & Aerts, M. (2018). Machine learning techniques for the automation of literature reviews and systematic reviews in EFSA. EFSA Supporting Publications, 15(6), 1427E. <https://doi.org/10.2903/sp.efsa.2018.EN-1427>	NA	NA
rdatacite	10.2903/sp.efsa.2018.EN-1427	Jaspers, S., De Troyer, E., & Aerts, M. (2018). Machine learning techniques for the automation of literature reviews and systematic reviews in EFSA. EFSA Supporting Publications, 15(6), 1427E. <https://doi.org/10.2903/sp.efsa.2018.EN-1427>	NA	NA
rplos	10.2903/sp.efsa.2018.EN-1427	Jaspers, S., De Troyer, E., & Aerts, M. (2018). Machine learning techniques for the automation of literature reviews and systematic reviews in EFSA. EFSA Supporting Publications, 15(6), 1427E. <https://doi.org/10.2903/sp.efsa.2018.EN-1427>	NA	NA
plotly	NA	Hsu, Lawrence. 2018. Linking Traditional Chinese Medicinal Herbs to Cancer Related Pathways. Scholar Archive. 4054. <https://digitalcommons.ohsu.edu/etd/4054>	NA	NA
plotly	10.1038/s41424-018-0027-2	Krogsgaard, L. R., Andersen, L. O. ‘Brien, Johannesen, T. B., Engsbro, A. L., Stensvold, C. R., Nielsen, H. V., & Bytzer, P. (2018). Characteristics of the bacterial microbiome in association with common intestinal parasites in irritable bowel syndrome. Clinical and Translational Gastroenterology, 9(6). <https://doi.org/10.1038/s41424-018-0027-2>	NA	NA
rgbif	NA	Mienna, I. M. (2018). Patterns and Drivers of Phylogenetic Diversity and Endemism in the Norwegian Vascular Flora (Master's thesis, NTNU). <https://brage.bibsys.no/xmlui/bitstream/handle/11250/2502355/17650_FULLTEXT.pdf?sequence=1>	NA	NA
rotl	10.1111/faf.12297	Morais, R. A., & Bellwood, D. R. (2018). Global drivers of reef fish growth. Fish and Fisheries. <https://doi.org/10.1111/faf.12297>	NA	NA
biomartr	10.1038/s41586-018-0226-8	Schwalie, P. C., Dong, H., Zachara, M., Russeil, J., Alpern, D., Akchiche, N., … Deplancke, B. (2018). A stromal cell population that inhibits adipogenesis in mammalian fat depots. Nature. <https://doi.org/10.1038/s41586-018-0226-8>	NA	NA
taxize	10.1007/s10531-018-1582-2	Ondei, S., Brook, B. W., & Buettel, J. C. (2018). Nature’s untold stories: an overview on the availability and type of on-line data on long-term biodiversity monitoring. Biodiversity and Conservation. <https://doi.org/10.1007/s10531-018-1582-2>	NA	NA
plotly	NA	Hendrickson, P. J. (2018). Ecological Characterization of the Kuparuk River Aufeis Field, North Slope Alaska (Doctoral dissertation, University of Colorado at Boulder). <https://search.proquest.com/docview/2056852840>	NA	NA
plotly	10.1016/j.esxm.2018.05.002	Sanford, T., Gadzinski, A. J., Gaither, T., Osterberg, E. C., Murphy, G. P., Carroll, P. R., & Breyer, B. N. (2018). Effect of Oscillation on Perineal Pressure in Cyclists: Implications for Micro-Trauma. Sexual Medicine. <https://doi.org/10.1016/j.esxm.2018.05.002>	NA	NA
rentrez	10.1371/journal.pone.0199609	Mioduchowska, M., Czyż, M. J., Gołdyn, B., Kur, J., & Sell, J. (2018). Instances of erroneous DNA barcoding of metazoan invertebrates: Are universal cox1 gene primers too “universal”? PLOS ONE, 13(6), e0199609. <https://doi.org/10.1371/journal.pone.0199609>	NA	NA
tokenizers	NA	Casey, Jerome (2018). Text Analytics Techniques in the Digital World: a Sentiment Analysis Case Study of the Coverage of Climate Change on US News Networks. Irish Communication Review: Vol. 16: Iss. 1, Article 7. <https://arrow.dit.ie/icr/vol16/iss1/7>	NA	NA
plotly	10.7717/peerj.5031	Koc, A., Henriksson, T., & Chawade, A. (2018). Specalyzer—an interactive online tool to analyze spectral reflectance measurements. PeerJ, 6, e5031. <https://doi.org/10.7717/peerj.5031>	NA	NA
